cost_bps,total_return,volatility,sharpe,max_drawdown,trade_count
20,0.024087750000000074,0.16837458240482742,17.959955456514916,0.0,12
30,0.022064749999999966,0.16837458240482742,16.46329250180534,0.0,12
40,0.020043749999999916,0.1683745824048274,14.966629547095765,0.0,12
